"ID заявки";"ID клиента";"ProductID";"ShopID";"Год заявки";"Дата доставки";"Дата заявки";"Дата заявки (scale)";"Дата и время доставки";"Дата и время заявки";"Доставка (точка)";"Доставка - округ";"Доставка - район";"Доставка - тип";"Клиент";"Клиент - пол";"Клиент - статус";"Клиент- дата рождения";"Магазин";"Магазин (точка)";"Магазин - адрес";"Магазин - район";"Месяц заявки";"Продукт";"Продукт - бренд";"Продукт - категория";"Продукт - подкатегория";"Тип  оплаты";"Время доставки, дн.";"Продажа, ₽";"Скидка, ₽";"Среднее число продуктов в заказе";"Средний чек";"Число заявок";"Число клиентов";"Число магазинов"
2016-523888;VTz0L;prd-24;sp-22;2020;15.09.2020;06.09.2020;01.09.2020;15.09.2020 19:44:00;06.09.2020 23:50:00;[55.667387992,37.545269636];ЮЗАО;Обручевский;Доставка;Шикалов Дмитрий Сергеевич;Мужчина;Базовый;1992-09-22;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.09.2020;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Бытовые товары;Кухонные товары;Банковская карта;8.829166666666667;2494;0;1;2494;1;1;1
2016-357961;bafpT;prd-23;sp-21;2020;09.01.1974;24.12.2020;01.12.2020;09.01.1974 06:08:00;24.12.2020 21:11:00;[55.818018506,37.491160089];САО;Войковский;Самовывоз;Рудников Игорь Петрович;Мужчина;Серебряный;1991-07-15;Сигма;[55.772185093,37.488024823];город Москва, улица Демьяна Бедного, дом 8;Хорошёво-Мнёвники;01.12.2020;Зубная паста для чувствительных десен;Кедровый лес;Бытовые товары;Косметика и здоровье;Наличные;"";104;0;2;104;1;1;1
2016-062564;5xab8;prd-35;sp-18;2020;09.01.1974;29.10.2020;01.10.2020;09.01.1974 06:08:00;29.10.2020 19:51:00;[55.752578218,37.702462107];ЮВАО;Лефортово;Самовывоз;Огиенко Денис Сергеевич;Мужчина;Золотой;1994-02-21;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.10.2020;Электрический чайник;Разумный дом;Техника для дома;Кухонная;Наличные;"";1226;0;2;1226;1;1;1
2016-199543;5LpUy;prd-37;sp-23;2020;09.01.1974;21.08.2020;01.08.2020;09.01.1974 06:08:00;21.08.2020 20:24:00;[55.806977205,37.736370986];ВАО;Преображенское;Самовывоз;Белянин Виталий Николаевич;Мужчина;Базовый;1970-09-17;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.08.2020;Выпрямитель для волос;TechBeauty;Техника для дома;Техника для красоты и здоровья;Наличные;"";840;0;3;840;1;1;1
2016-053505;ZYFrK;prd-26;sp-22;2020;11.06.2020;06.06.2020;01.06.2020;11.06.2020 11:14:00;06.06.2020 22:29:00;[55.797330493,37.488360955];СЗАО;Щукино;Доставка;Безруков Евгений Николаевич;Мужчина;Золотой;1972-08-08;Омега;[55.665135883,37.516913389];город Москва, улица Новаторов, дом 4, корпус 8;Обручевский;01.06.2020;Скатерть кухонная темно-синяя ;Ростовская фабрика;Бытовые товары;Кухонные товары;Наличные;4.53125;316;0;2;316;1;1;1
2016-787956;Opepd;prd-26;sp-14;2020;15.12.2020;09.12.2020;01.12.2020;15.12.2020 03:31:00;09.12.2020 13:18:00;[55.770610524,37.612168133];ЦАО;Тверской;Доставка;Резник Борис Львович;Мужчина;Серебряный;1980-07-08;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.12.2020;Скатерть кухонная темно-синяя ;Ростовская фабрика;Бытовые товары;Кухонные товары;Наличные;5.592361111111111;312;0;4;312;1;1;1
2016-950865;KFerA;prd-27;sp-23;2020;09.01.1974;02.12.2020;01.12.2020;09.01.1974 06:08:00;02.12.2020 21:41:00;[55.780972036,37.665152469];ЦАО;Красносельский;Самовывоз;Шахматов Сергей Александрович;Мужчина;Базовый;1972-11-07;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.12.2020;Декоративный букет;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";778;0;1;778;1;1;1
2016-771976;R8QBE;prd-24;sp-13;2020;10.09.2020;05.09.2020;01.09.2020;10.09.2020 01:17:00;05.09.2020 23:37:00;[55.718348643,37.388504616];ЗАО;Можайский;Доставка;Кушнарев Денис Сергеевич;Мужчина;Базовый;1985-11-16;Альфа;[55.724743484,37.422065222];город Москва, Гвардейская улица, дом 15, корпус 2;Можайский;01.09.2020;Набор тарелок на 4 персоны, керамические;Хлеб-соль;Бытовые товары;Кухонные товары;Банковская карта;4.069444444444445;2478;0;4;2478;1;1;1
2016-526588;ght3E;prd-19;sp-16;2020;09.01.1974;17.09.2020;01.09.2020;09.01.1974 06:08:00;17.09.2020 19:24:00;[55.660491704,37.600235113];ЮЗАО;Зюзино;Самовывоз;Годунов Владимир Борисович;Мужчина;Серебряный;1994-06-05;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.09.2020;Порошок для чистки ковриков;Городской драйв;Бытовая химия;Чистящие средства;Наличные;"";420;0;3;420;1;1;1
2016-591492;7NHFo;prd-29;sp-15;2020;09.01.1974;11.10.2020;01.10.2020;09.01.1974 06:08:00;11.10.2020 12:16:00;[55.861522086,37.592455216];СВАО;Отрадное;Самовывоз;Добровольская Виктория Дмитриевна;Женщина;Базовый;1975-07-09;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.10.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";263;0;3;263;1;1;1
2016-443421;D7yho;prd-19;sp-23;2020;11.08.2020;06.08.2020;01.08.2020;11.08.2020 12:36:00;06.08.2020 11:20:00;[55.782995024,37.725407149];ВАО;Соколиная Гора;Доставка;Лисейцев Сергей Алексеевич;Мужчина;Базовый;1988-11-30;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.08.2020;Порошок для чистки ковриков;Городской драйв;Бытовая химия;Чистящие средства;Наличные;5.052777777777778;421;0;2;421;1;1;1
2016-213652;XX3b5;prd-28;sp-18;2020;09.01.1974;02.03.2020;01.03.2020;09.01.1974 06:08:00;02.03.2020 11:48:00;[55.77025408,37.824927539];ВАО;Ивановское;Самовывоз;Магкеева Лейла Тасолтановна;Женщина;Базовый;1972-10-02;Дзета;[55.730702846,37.735875581];город Москва, Рязанский проспект, дом 2, строение 24;Нижегородский;01.03.2020;Лава-лампа;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Наличные;"";2092;0;2;2092;1;1;1
2016-634244;xmHho;prd-37;sp-17;2020;12.10.2020;07.10.2020;01.10.2020;12.10.2020 14:36:00;07.10.2020 23:14:00;[55.624968903,37.708379108];ЮАО;Орехово-Борисово Северное;Доставка;Фазлыев Аскар Асхатович;Мужчина;Базовый;1991-03-17;Эпсилон;[55.623839092,37.734113107];город Москва, Ореховый проезд, дом 17, корпус 2;Зябликово;01.10.2020;Выпрямитель для волос;TechBeauty;Техника для дома;Техника для красоты и здоровья;Банковская карта;4.6402777777777775;836;0;5;836;1;1;1
2016-246262;8EY4s;prd-29;sp-15;2020;09.01.1974;13.10.2020;01.10.2020;09.01.1974 06:08:00;13.10.2020 19:14:00;[55.864730319,37.671393137];СВАО;Бабушкинский;Самовывоз;Вуколов Владимир Александрович;Мужчина;Серебряный;1994-03-09;Гамма;[55.8538123,37.631289912];город Москва, Лазоревый проезд, дом 15, строение 4;Свиблово;01.10.2020;Магниты на холодильник, 5 шт.;1001 и одна нужная мелочь;Бытовые товары;Товары последней необходимости;Банковская карта;"";260;0;1;260;1;1;1
2016-154318;cilpE;prd-11;sp-23;2020;11.09.2020;04.09.2020;01.09.2020;11.09.2020 14:05:00;04.09.2020 11:29:00;[55.729360307,37.66618217];ЮВАО;Южнопортовый;Доставка;Ноин Михаил Алексеевич;Мужчина;Базовый;1977-05-07;Каппа;[55.7912397,37.687272174];город Москва, улица Стромынка, дом 6;Сокольники;01.09.2020;Порошок для стирки вещей органический;Чистый дом;Бытовая химия;Моющие средства;Банковская карта;7.108333333333333;626;0;4;626;1;1;1
2016-350018;mVvLR;prd-23;sp-14;2020;09.01.1974;01.09.2020;01.09.2020;09.01.1974 06:08:00;01.09.2020 11:22:00;[55.724428282,37.635402817];ЦАО;Замоскворечье;Самовывоз;Колобов Константин Владимирович;Мужчина;Серебряный;1995-10-27;Бета;[55.775754162,37.602958792];город Москва, Долгоруковская улица, дом 23, строение 1;Тверской;01.09.2020;Зубная паста для чувствительных десен;Кедровый лес;Бытовые товары;Косметика и здоровье;Банковская карта;"";104;0;2;104;1;1;1
2016-819050;OLkx9;prd-16;sp-16;2020;09.01.1974;15.04.2020;01.04.2020;09.01.1974 06:08:00;15.04.2020 12:01:00;[55.627873769,37.608216352];ЮАО;Чертаново Северное;Самовывоз;Аверченко Владимир Александрович;Мужчина;Базовый;1988-03-06;Дельта;[55.63799676,37.590931324];город Москва, микрорайон Северное Чертаново, дом 5, корпус Г;Чертаново Северное;01.04.2020;Порошок для чистки плиты;БиоДом;Бытовая химия;Чистящие средства;Наличные;"";197;0;5;197;1;1;1
2016-551713;ATzOc;prd-31;sp-21;2020;09.01.1974;20.08.2020;01.08.2020;09.01.1974 06:08:00;20.08.2020 21:16:00;[55.737365919,37.529364953];ЗАО;Дорогомилово;Самовывоз;Гераськин Тимур Владимирович;Мужчина;Серебряный;1988-03-02;Сигма;[55.772185093,37.488024823];город Москва, улица Демьяна Бедного, дом 8;Хорошёво-Мнёвники;01.08.2020;Миксер многофункциональный;Kitchen&Food;Техника для дома;Кухонная;Банковская карта;"";1012;0;3;1012;1;1;1
